Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
19.67,Monday,31-50,Male,Junior high school,Owner,Above 10yr,Unknown,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
21.08,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Taxi,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Fall from vehicles,1,2,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
21.08,Thursday,31-50,Male,Elementary school,Other,5-10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Unknown,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,2,Other,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Serious Injury
13.08,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Governmental,2-5yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Unknown,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13.08,Monday,Over 51,Male,Junior high school,Unknown,5-10yr,Automobile,Owner,Below 1yr,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",Driving carelessly,Slight Injury
4.02,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Unknown,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
13.88,Friday,31-50,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Unknown,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
13.88,Friday,Over 51,Male,Junior high school,Unknown,Below 1yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Unknown,Unknown,Unknown,Unknown,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17.47,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Office areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
12.78,Sunday,Over 51,Male,Elementary school,Employee,1-2yr,Other,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury
12.78,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Governmental,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
13.72,Tuesday,18-30,Male,Elementary school,Owner,2-5yr,Other,Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Pedestrian,Male,31-50,3,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
13.72,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Unknown,Other,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,2,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury
12.48,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Ridden horse,Owner,Unknown,Unknown, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,18-30,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Other,Slight Injury
12.48,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,Unknown, Industrial areas,Unknown,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Unknown,Unknown,Unknown,Unknown,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
12.48,Tuesday,31-50,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Driver or rider,Female,Under 18,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
12.48,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
8.45,Wednesday,18-30,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Serious Injury
8.45,Wednesday,18-30,Male,Junior high school,Employee,Unknown,Automobile,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unknown,Unknown,Unknown,Unknown,Other,Normal,Not a Pedestrian,Driving to the left,Serious Injury
8.45,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Unknown,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,3,1,Other,Driver or rider,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,Overtaking,Serious Injury
12.08,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Governmental,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Rollover,3,1,Going straight,Pedestrian,Female,31-50,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
12.08,Friday,Over 51,Male,Junior high school,Employee,1-2yr,Motorcycle,Governmental,Unknown,Unknown,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,3,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
12.08,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,1,Going straight,Unknown,Unknown,Unknown,Unknown,Employee,Normal,Not a Pedestrian,Other,Slight Injury
12.85,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
12.85,Thursday,31-50,Male,Unknown,Unknown,Unknown,Automobile,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
11.17,Sunday,Under 18,Male,Junior high school,Employee,2-5yr,Other,Organization,Unknown,Unknown,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,3,4,Moving Backward,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
11.17,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Other,Governmental,2-5yrs,Unknown,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,3,4,Unknown,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
11.17,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
11.17,Sunday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Above 10yr,Unknown,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Unknown,Unknown,Unknown,Unknown,Unknown,Normal,Not a Pedestrian,Driving to the left,Slight Injury
10.5,Monday,Over 51,Male,Above high school,Owner,1-2yr,Long lorry,Unknown,Unknown,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Unknown,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
22.42,Thursday,31-50,Male,Above high school,Employee,No Licence,Long lorry,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
22.42,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
17.45,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,Unknown, Church areas,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17.45,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Under 18,3,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury
12.17,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from driver's nearside,Other,Slight Injury
12.17,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Taxi,Owner,1-2yr,Unknown,School areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
8.0,Tuesday,Over 51,Male,Elementary school,Employee,2-5yr,Other,Owner,5-10yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury
8.0,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Below 1yr,Unknown,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Other,Serious Injury
8.0,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
17.0,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
17.75,Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
9.95,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,2,Driver,Normal,Unknown or other,Moving Backward,Slight Injury
9.95,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18.0,Friday,31-50,Male,Unknown,Unknown,Unknown,Lorry (41?100Q),Owner,Unknown,Unknown, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
18.0,Friday,Unknown,Female,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
19.0,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Unknown,Unknown,Unknown,Unknown,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
19.0,Tuesday,31-50,Male,Above high school,Employee,2-5yr,Other,Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,Under 18,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19.0,Tuesday,31-50,Male,Unknown,Unknown,Unknown,Automobile,Owner,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Other,Slight Injury
19.0,Tuesday,31-50,Male,Unknown,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
